id,sequence,task,choices,response,domain,response_type,group
1iNl935,29,All;architects;designers/Some;designers;trainers,All;architects;trainers|All;trainers;architects|Some;architects;trainers|Some;trainers;architects|No;architects;trainers|No;trainers;architects|Some not;architects;trainers|Some not;trainers;architects|NVC,Some;trainers;architects,syllogistic,single-choice,a
1iNl935,30,Some;skaters;miners/No;poets;miners,All;skaters;poets|All;poets;skaters|Some;skaters;poets|Some;poets;skaters|No;skaters;poets|No;poets;skaters|Some not;skaters;poets|Some not;poets;skaters|NVC,Some;skaters;poets,syllogistic,single-choice,a
1iNl935,31,All;managers;clerks/Some not;models;managers,All;clerks;models|All;models;clerks|Some;clerks;models|Some;models;clerks|No;clerks;models|No;models;clerks|Some not;clerks;models|Some not;models;clerks|NVC,Some not;models;clerks,syllogistic,single-choice,a
1iNl935,32,Some not;athletes;lawyers/Some not;hunters;athletes,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|NVC,Some not;lawyers;hunters,syllogistic,single-choice,a
1iNl935,33,Some not;soldiers;editors/No;soldiers;florists,All;editors;florists|All;florists;editors|Some;editors;florists|Some;florists;editors|No;editors;florists|No;florists;editors|Some not;editors;florists|Some not;florists;editors|NVC,No;editors;florists,syllogistic,single-choice,a
1iNl935,34,No;artists;planners/Some not;artists;surfers,All;planners;surfers|All;surfers;planners|Some;planners;surfers|Some;surfers;planners|No;planners;surfers|No;surfers;planners|Some not;planners;surfers|Some not;surfers;planners|NVC,Some not;planners;surfers,syllogistic,single-choice,a
1iNl935,35,No;singers;tailors/Some;singers;pilots,All;tailors;pilots|All;pilots;tailors|Some;tailors;pilots|Some;pilots;tailors|No;tailors;pilots|No;pilots;tailors|Some not;tailors;pilots|Some not;pilots;tailors|NVC,Some not;tailors;pilots,syllogistic,single-choice,a
1iNl935,36,No;jugglers;barbers/No;jugglers;investors,All;barbers;investors|All;investors;barbers|Some;barbers;investors|Some;investors;barbers|No;barbers;investors|No;investors;barbers|Some not;barbers;investors|Some not;investors;barbers|NVC,No;barbers;investors,syllogistic,single-choice,a
1iNl935,37,All;workers;actors/No;painters;actors,All;workers;painters|All;painters;workers|Some;workers;painters|Some;painters;workers|No;workers;painters|No;painters;workers|Some not;workers;painters|Some not;painters;workers|NVC,All;painters;workers,syllogistic,single-choice,a
1iNl935,38,No;painters;cleaners/Some not;auditors;painters,All;cleaners;auditors|All;auditors;cleaners|Some;cleaners;auditors|Some;auditors;cleaners|No;cleaners;auditors|No;auditors;cleaners|Some not;cleaners;auditors|Some not;auditors;cleaners|NVC,Some not;auditors;cleaners,syllogistic,single-choice,a
1iNl935,39,No;porters;brewers/All;porters;judges,All;brewers;judges|All;judges;brewers|Some;brewers;judges|Some;judges;brewers|No;brewers;judges|No;judges;brewers|Some not;brewers;judges|Some not;judges;brewers|NVC,No;brewers;judges,syllogistic,single-choice,a
1iNl935,40,Some not;fencers;campers/All;engineers;campers,All;fencers;engineers|All;engineers;fencers|Some;fencers;engineers|Some;engineers;fencers|No;fencers;engineers|No;engineers;fencers|Some not;fencers;engineers|Some not;engineers;fencers|NVC,Some;fencers;engineers,syllogistic,single-choice,a
1iNl935,41,Some not;therapists;skaters/Some;climbers;skaters,All;therapists;climbers|All;climbers;therapists|Some;therapists;climbers|Some;climbers;therapists|No;therapists;climbers|No;climbers;therapists|Some not;therapists;climbers|Some not;climbers;therapists|NVC,Some;therapists;climbers,syllogistic,single-choice,a
1iNl935,42,Some;farmers;scholars/Some;assistants;farmers,All;scholars;assistants|All;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|No;scholars;assistants|No;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|NVC,Some;scholars;assistants,syllogistic,single-choice,a
1iNl935,43,No;mayors;cooks/Some not;swimmers;cooks,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|NVC,No;mayors;swimmers,syllogistic,single-choice,a
1iNl935,44,No;chefs;scientists/All;runners;scientists,All;chefs;runners|All;runners;chefs|Some;chefs;runners|Some;runners;chefs|No;chefs;runners|No;runners;chefs|Some not;chefs;runners|Some not;runners;chefs|NVC,All;chefs;runners,syllogistic,single-choice,a
1iNl935,45,All;boxers;typists/Some not;boxers;dancers,All;typists;dancers|All;dancers;typists|Some;typists;dancers|Some;dancers;typists|No;typists;dancers|No;dancers;typists|Some not;typists;dancers|Some not;dancers;typists|NVC,Some not;typists;dancers,syllogistic,single-choice,a
1iNl935,46,Some;engineers;fencers/Some not;fencers;campers,All;engineers;campers|All;campers;engineers|Some;engineers;campers|Some;campers;engineers|No;engineers;campers|No;campers;engineers|Some not;engineers;campers|Some not;campers;engineers|NVC,Some not;engineers;campers,syllogistic,single-choice,a
1iNl935,47,Some;divers;linguists/Some not;carpenters;linguists,All;divers;carpenters|All;carpenters;divers|Some;divers;carpenters|Some;carpenters;divers|No;divers;carpenters|No;carpenters;divers|Some not;divers;carpenters|Some not;carpenters;divers|NVC,Some;divers;carpenters,syllogistic,single-choice,a
1iNl935,48,All;chemists;sailors/No;sailors;potters,All;chemists;potters|All;potters;chemists|Some;chemists;potters|Some;potters;chemists|No;chemists;potters|No;potters;chemists|Some not;chemists;potters|Some not;potters;chemists|NVC,No;chemists;potters,syllogistic,single-choice,a
1iNl935,49,Some not;runners;scientists/All;scientists;chefs,All;runners;chefs|All;chefs;runners|Some;runners;chefs|Some;chefs;runners|No;runners;chefs|No;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|NVC,Some;chefs;runners,syllogistic,single-choice,a
1iNl935,50,Some not;poets;cashiers/No;cashiers;waiters,All;poets;waiters|All;waiters;poets|Some;poets;waiters|Some;waiters;poets|No;poets;waiters|No;waiters;poets|Some not;poets;waiters|Some not;waiters;poets|NVC,Some not;waiters;poets,syllogistic,single-choice,a
1iNl935,51,Some not;sailors;potters/Some;chemists;sailors,All;potters;chemists|All;chemists;potters|Some;potters;chemists|Some;chemists;potters|No;potters;chemists|No;chemists;potters|Some not;potters;chemists|Some not;chemists;potters|NVC,Some;potters;chemists,syllogistic,single-choice,a
1iNl935,52,All;cashiers;waiters/Some;cashiers;poets,All;waiters;poets|All;poets;waiters|Some;waiters;poets|Some;poets;waiters|No;waiters;poets|No;poets;waiters|Some not;waiters;poets|Some not;poets;waiters|NVC,No;waiters;poets,syllogistic,single-choice,a
1iNl935,53,Some;butchers;tutors/No;tutors;packers,All;butchers;packers|All;packers;butchers|Some;butchers;packers|Some;packers;butchers|No;butchers;packers|No;packers;butchers|Some not;butchers;packers|Some not;packers;butchers|NVC,No;butchers;packers,syllogistic,single-choice,a
1iNl935,54,Some;drivers;writers/Some not;hikers;drivers,All;writers;hikers|All;hikers;writers|Some;writers;hikers|Some;hikers;writers|No;writers;hikers|No;hikers;writers|Some not;writers;hikers|Some not;hikers;writers|NVC,Some not;hikers;writers,syllogistic,single-choice,a
1iNl935,55,All;buyers;cyclists/All;students;buyers,All;cyclists;students|All;students;cyclists|Some;cyclists;students|Some;students;cyclists|No;cyclists;students|No;students;cyclists|Some not;cyclists;students|Some not;students;cyclists|NVC,All;students;cyclists,syllogistic,single-choice,a
1iNl935,56,All;secretaries;agents/No;brokers;secretaries,All;agents;brokers|All;brokers;agents|Some;agents;brokers|Some;brokers;agents|No;agents;brokers|No;brokers;agents|Some not;agents;brokers|Some not;brokers;agents|NVC,No;agents;brokers,syllogistic,single-choice,a
1iNl935,57,Some;teachers;golfers/All;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,Some;teachers;bankers,syllogistic,single-choice,a
1iNl935,58,Some not;cooks;mayors/All;cooks;swimmers,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|NVC,Some not;mayors;swimmers,syllogistic,single-choice,a
1iNl935,59,No;models;managers/Some;managers;clerks,All;models;clerks|All;clerks;models|Some;models;clerks|Some;clerks;models|No;models;clerks|No;clerks;models|Some not;models;clerks|Some not;clerks;models|NVC,No;models;clerks,syllogistic,single-choice,a
1iNl935,60,Some not;florists;soldiers/No;editors;florists,All;soldiers;editors|All;editors;soldiers|Some;soldiers;editors|Some;editors;soldiers|No;soldiers;editors|No;editors;soldiers|Some not;soldiers;editors|Some not;editors;soldiers|NVC,Some;soldiers;editors,syllogistic,single-choice,a
1iNl935,61,Some not;tutors;butchers/No;packers;butchers,All;tutors;packers|All;packers;tutors|Some;tutors;packers|Some;packers;tutors|No;tutors;packers|No;packers;tutors|Some not;tutors;packers|Some not;packers;tutors|NVC,Some not;tutors;packers,syllogistic,single-choice,a
1iNl935,62,Some;investors;jugglers/No;investors;barbers,All;jugglers;barbers|All;barbers;jugglers|Some;jugglers;barbers|Some;barbers;jugglers|No;jugglers;barbers|No;barbers;jugglers|Some not;jugglers;barbers|Some not;barbers;jugglers|NVC,No;jugglers;barbers,syllogistic,single-choice,a
1iNl935,63,Some not;sculptors;bakers/Some not;sculptors;gamblers,All;bakers;gamblers|All;gamblers;bakers|Some;bakers;gamblers|Some;gamblers;bakers|No;bakers;gamblers|No;gamblers;bakers|Some not;bakers;gamblers|Some not;gamblers;bakers|NVC,Some not;bakers;gamblers,syllogistic,single-choice,a
2H1WQX5,0,Some;riders;joggers/Some not;joggers;counselors,All;riders;counselors|All;counselors;riders|Some;riders;counselors|Some;counselors;riders|No;riders;counselors|No;counselors;riders|Some not;riders;counselors|Some not;counselors;riders|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,1,No;painters;workers/No;workers;actors,All;painters;actors|All;actors;painters|Some;painters;actors|Some;actors;painters|No;painters;actors|No;actors;painters|Some not;painters;actors|Some not;actors;painters|NVC,No;painters;actors,syllogistic,single-choice,a
2H1WQX5,2,Some not;painters;auditors/Some not;cleaners;painters,All;auditors;cleaners|All;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,3,All;designers;trainers/Some;trainers;architects,All;designers;architects|All;architects;designers|Some;designers;architects|Some;architects;designers|No;designers;architects|No;architects;designers|Some not;designers;architects|Some not;architects;designers|NVC,Some;architects;designers,syllogistic,single-choice,a
2H1WQX5,4,Some not;singers;tailors/Some;pilots;tailors,All;singers;pilots|All;pilots;singers|Some;singers;pilots|Some;pilots;singers|No;singers;pilots|No;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,5,Some not;fencers;engineers/No;fencers;campers,All;engineers;campers|All;campers;engineers|Some;engineers;campers|Some;campers;engineers|No;engineers;campers|No;campers;engineers|Some not;engineers;campers|Some not;campers;engineers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,6,Some;joggers;riders/Some;counselors;joggers,All;riders;counselors|All;counselors;riders|Some;riders;counselors|Some;counselors;riders|No;riders;counselors|No;counselors;riders|Some not;riders;counselors|Some not;counselors;riders|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,7,Some;skaters;miners/Some;poets;miners,All;skaters;poets|All;poets;skaters|Some;skaters;poets|Some;poets;skaters|No;skaters;poets|No;poets;skaters|Some not;skaters;poets|Some not;poets;skaters|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,8,Some;painters;cleaners/All;auditors;cleaners,All;painters;auditors|All;auditors;painters|Some;painters;auditors|Some;auditors;painters|No;painters;auditors|No;auditors;painters|Some not;painters;auditors|Some not;auditors;painters|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,9,All;actors;nurses/No;actors;drillers,All;nurses;drillers|All;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|No;nurses;drillers|No;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|NVC,No;nurses;drillers,syllogistic,single-choice,a
2H1WQX5,10,Some not;climbers;tellers/No;doctors;tellers,All;climbers;doctors|All;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|No;climbers;doctors|No;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,11,Some;boxers;opticians/No;actuaries;boxers,All;opticians;actuaries|All;actuaries;opticians|Some;opticians;actuaries|Some;actuaries;opticians|No;opticians;actuaries|No;actuaries;opticians|Some not;opticians;actuaries|Some not;actuaries;opticians|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,12,Some not;farmers;scholars/Some not;assistants;scholars,All;farmers;assistants|All;assistants;farmers|Some;farmers;assistants|Some;assistants;farmers|No;farmers;assistants|No;assistants;farmers|Some not;farmers;assistants|Some not;assistants;farmers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,13,All;writers;hikers/All;writers;drivers,All;hikers;drivers|All;drivers;hikers|Some;hikers;drivers|Some;drivers;hikers|No;hikers;drivers|No;drivers;hikers|Some not;hikers;drivers|Some not;drivers;hikers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,14,Some not;runners;chefs/All;chefs;scientists,All;runners;scientists|All;scientists;runners|Some;runners;scientists|Some;scientists;runners|No;runners;scientists|No;scientists;runners|Some not;runners;scientists|Some not;scientists;runners|NVC,Some not;runners;scientists,syllogistic,single-choice,a
2H1WQX5,15,Some not;cashiers;waiters/Some;poets;cashiers,All;waiters;poets|All;poets;waiters|Some;waiters;poets|Some;poets;waiters|No;waiters;poets|No;poets;waiters|Some not;waiters;poets|Some not;poets;waiters|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,16,All;editors;soldiers/No;florists;editors,All;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|No;soldiers;florists|No;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,17,Some not;brokers;secretaries/All;agents;brokers,All;secretaries;agents|All;agents;secretaries|Some;secretaries;agents|Some;agents;secretaries|No;secretaries;agents|No;agents;secretaries|Some not;secretaries;agents|Some not;agents;secretaries|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,18,All;drillers;nurses/No;actors;nurses,All;drillers;actors|All;actors;drillers|Some;drillers;actors|Some;actors;drillers|No;drillers;actors|No;actors;drillers|Some not;drillers;actors|Some not;actors;drillers|NVC,No;actors;drillers,syllogistic,single-choice,a
2H1WQX5,19,No;gamblers;bakers/All;bakers;sculptors,All;gamblers;sculptors|All;sculptors;gamblers|Some;gamblers;sculptors|Some;sculptors;gamblers|No;gamblers;sculptors|No;sculptors;gamblers|Some not;gamblers;sculptors|Some not;sculptors;gamblers|NVC,No;gamblers;sculptors,syllogistic,single-choice,a
2H1WQX5,20,Some;singers;pilots/Some not;singers;tailors,All;pilots;tailors|All;tailors;pilots|Some;pilots;tailors|Some;tailors;pilots|No;pilots;tailors|No;tailors;pilots|Some not;pilots;tailors|Some not;tailors;pilots|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,21,Some;plumbers;dentists/No;dentists;lifeguards,All;plumbers;lifeguards|All;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,22,All;trainers;designers/All;designers;architects,All;trainers;architects|All;architects;trainers|Some;trainers;architects|Some;architects;trainers|No;trainers;architects|No;architects;trainers|Some not;trainers;architects|Some not;architects;trainers|NVC,All;trainers;architects,syllogistic,single-choice,a
2H1WQX5,23,No;miners;skaters/No;miners;poets,All;skaters;poets|All;poets;skaters|Some;skaters;poets|Some;poets;skaters|No;skaters;poets|No;poets;skaters|Some not;skaters;poets|Some not;poets;skaters|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,24,No;clerks;managers/Some not;clerks;models,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,25,Some not;poets;cashiers/Some;cashiers;waiters,All;poets;waiters|All;waiters;poets|Some;poets;waiters|Some;waiters;poets|No;poets;waiters|No;waiters;poets|Some not;poets;waiters|Some not;waiters;poets|NVC,Some not;waiters;poets,syllogistic,single-choice,a
2H1WQX5,26,Some;lifeguards;dentists/Some not;plumbers;lifeguards,All;dentists;plumbers|All;plumbers;dentists|Some;dentists;plumbers|Some;plumbers;dentists|No;dentists;plumbers|No;plumbers;dentists|Some not;dentists;plumbers|Some not;plumbers;dentists|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,27,No;scholars;assistants/Some not;assistants;farmers,All;scholars;farmers|All;farmers;scholars|Some;scholars;farmers|Some;farmers;scholars|No;scholars;farmers|No;farmers;scholars|Some not;scholars;farmers|Some not;farmers;scholars|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,28,All;planners;surfers/Some not;surfers;artists,All;planners;artists|All;artists;planners|Some;planners;artists|Some;artists;planners|No;planners;artists|No;artists;planners|Some not;planners;artists|Some not;artists;planners|NVC,Some not;planners;artists,syllogistic,single-choice,a
2H1WQX5,29,No;gamblers;sculptors/Some;bakers;sculptors,All;gamblers;bakers|All;bakers;gamblers|Some;gamblers;bakers|Some;bakers;gamblers|No;gamblers;bakers|No;bakers;gamblers|Some not;gamblers;bakers|Some not;bakers;gamblers|NVC,Some not;bakers;gamblers,syllogistic,single-choice,a
2H1WQX5,30,Some;doctors;climbers/No;doctors;tellers,All;climbers;tellers|All;tellers;climbers|Some;climbers;tellers|Some;tellers;climbers|No;climbers;tellers|No;tellers;climbers|Some not;climbers;tellers|Some not;tellers;climbers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,31,Some not;actuaries;boxers/Some not;boxers;opticians,All;actuaries;opticians|All;opticians;actuaries|Some;actuaries;opticians|Some;opticians;actuaries|No;actuaries;opticians|No;opticians;actuaries|Some not;actuaries;opticians|Some not;opticians;actuaries|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,32,Some not;typists;boxers/Some not;typists;dancers,All;boxers;dancers|All;dancers;boxers|Some;boxers;dancers|Some;dancers;boxers|No;boxers;dancers|No;dancers;boxers|Some not;boxers;dancers|Some not;dancers;boxers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,33,No;artists;planners/No;surfers;artists,All;planners;surfers|All;surfers;planners|Some;planners;surfers|Some;surfers;planners|No;planners;surfers|No;surfers;planners|Some not;planners;surfers|Some not;surfers;planners|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,34,Some not;painters;actors/All;workers;actors,All;painters;workers|All;workers;painters|Some;painters;workers|Some;workers;painters|No;painters;workers|No;workers;painters|Some not;painters;workers|Some not;workers;painters|NVC,Some not;painters;workers,syllogistic,single-choice,a
2H1WQX5,35,No;managers;clerks/All;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,No;models;managers,syllogistic,single-choice,a
2H1WQX5,36,Some;jugglers;barbers/All;jugglers;investors,All;barbers;investors|All;investors;barbers|Some;barbers;investors|Some;investors;barbers|No;barbers;investors|No;investors;barbers|Some not;barbers;investors|Some not;investors;barbers|NVC,Some;barbers;investors,syllogistic,single-choice,a
2H1WQX5,37,All;cyclists;students/Some;cyclists;buyers,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,Some;students;buyers,syllogistic,single-choice,a
2H1WQX5,38,All;carpenters;divers/Some not;linguists;divers,All;carpenters;linguists|All;linguists;carpenters|Some;carpenters;linguists|Some;linguists;carpenters|No;carpenters;linguists|No;linguists;carpenters|Some not;carpenters;linguists|Some not;linguists;carpenters|NVC,Some not;linguists;carpenters,syllogistic,single-choice,a
2H1WQX5,39,No;golfers;teachers/All;bankers;golfers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,No;bankers;teachers,syllogistic,single-choice,a
2H1WQX5,40,Some;analysts;novelists/Some;analysts;travelers,All;novelists;travelers|All;travelers;novelists|Some;novelists;travelers|Some;travelers;novelists|No;novelists;travelers|No;travelers;novelists|Some not;novelists;travelers|Some not;travelers;novelists|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,41,No;tutors;packers/Some;packers;butchers,All;tutors;butchers|All;butchers;tutors|Some;tutors;butchers|Some;butchers;tutors|No;tutors;butchers|No;butchers;tutors|Some not;tutors;butchers|Some not;butchers;tutors|NVC,Some not;butchers;tutors,syllogistic,single-choice,a
2H1WQX5,42,All;cyclists;students/All;buyers;cyclists,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,All;buyers;students,syllogistic,single-choice,a
2H1WQX5,43,Some not;porters;brewers/No;brewers;judges,All;porters;judges|All;judges;porters|Some;porters;judges|Some;judges;porters|No;porters;judges|No;judges;porters|Some not;porters;judges|Some not;judges;porters|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,44,Some;mayors;swimmers/No;cooks;swimmers,All;mayors;cooks|All;cooks;mayors|Some;mayors;cooks|Some;cooks;mayors|No;mayors;cooks|No;cooks;mayors|Some not;mayors;cooks|Some not;cooks;mayors|NVC,Some not;mayors;cooks,syllogistic,single-choice,a
2H1WQX5,45,All;travelers;analysts/Some;novelists;travelers,All;analysts;novelists|All;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|No;analysts;novelists|No;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|NVC,Some;novelists;analysts,syllogistic,single-choice,a
2H1WQX5,46,Some not;cooks;swimmers/Some;cooks;mayors,All;swimmers;mayors|All;mayors;swimmers|Some;swimmers;mayors|Some;mayors;swimmers|No;swimmers;mayors|No;mayors;swimmers|Some not;swimmers;mayors|Some not;mayors;swimmers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,47,Some;dancers;boxers/Some;boxers;typists,All;dancers;typists|All;typists;dancers|Some;dancers;typists|Some;typists;dancers|No;dancers;typists|No;typists;dancers|Some not;dancers;typists|Some not;typists;dancers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,48,Some not;climbers;therapists/All;climbers;skaters,All;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|NVC,Some not;skaters;therapists,syllogistic,single-choice,a
2H1WQX5,49,No;sailors;potters/No;chemists;potters,All;sailors;chemists|All;chemists;sailors|Some;sailors;chemists|Some;chemists;sailors|No;sailors;chemists|No;chemists;sailors|Some not;sailors;chemists|Some not;chemists;sailors|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,50,No;golfers;bankers/Some not;teachers;bankers,All;golfers;teachers|All;teachers;golfers|Some;golfers;teachers|Some;teachers;golfers|No;golfers;teachers|No;teachers;golfers|Some not;golfers;teachers|Some not;teachers;golfers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,51,No;campers;fencers/All;campers;engineers,All;fencers;engineers|All;engineers;fencers|Some;fencers;engineers|Some;engineers;fencers|No;fencers;engineers|No;engineers;fencers|Some not;fencers;engineers|Some not;engineers;fencers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,52,All;runners;scientists/All;chefs;scientists,All;runners;chefs|All;chefs;runners|Some;runners;chefs|Some;chefs;runners|No;runners;chefs|No;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,53,Some;porters;judges/All;judges;brewers,All;porters;brewers|All;brewers;porters|Some;porters;brewers|Some;brewers;porters|No;porters;brewers|No;brewers;porters|Some not;porters;brewers|Some not;brewers;porters|NVC,Some;porters;brewers,syllogistic,single-choice,a
2H1WQX5,54,All;chemists;sailors/Some not;chemists;potters,All;sailors;potters|All;potters;sailors|Some;sailors;potters|Some;potters;sailors|No;sailors;potters|No;potters;sailors|Some not;sailors;potters|Some not;potters;sailors|NVC,Some not;sailors;potters,syllogistic,single-choice,a
2H1WQX5,55,No;barbers;investors/Some not;jugglers;barbers,All;investors;jugglers|All;jugglers;investors|Some;investors;jugglers|Some;jugglers;investors|No;investors;jugglers|No;jugglers;investors|Some not;investors;jugglers|Some not;jugglers;investors|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,56,No;editors;soldiers/Some;editors;florists,All;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|No;soldiers;florists|No;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,57,Some;agents;secretaries/All;brokers;agents,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|NVC,Some;brokers;secretaries,syllogistic,single-choice,a
2H1WQX5,58,Some;packers;butchers/Some not;tutors;butchers,All;packers;tutors|All;tutors;packers|Some;packers;tutors|Some;tutors;packers|No;packers;tutors|No;tutors;packers|Some not;packers;tutors|Some not;tutors;packers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,59,No;skaters;climbers/Some;therapists;skaters,All;climbers;therapists|All;therapists;climbers|Some;climbers;therapists|Some;therapists;climbers|No;climbers;therapists|No;therapists;climbers|Some not;climbers;therapists|Some not;therapists;climbers|NVC,Some not;therapists;climbers,syllogistic,single-choice,a
2H1WQX5,60,All;linguists;divers/Some;carpenters;divers,All;linguists;carpenters|All;carpenters;linguists|Some;linguists;carpenters|Some;carpenters;linguists|No;linguists;carpenters|No;carpenters;linguists|Some not;linguists;carpenters|Some not;carpenters;linguists|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,61,All;drivers;writers/Some not;hikers;drivers,All;writers;hikers|All;hikers;writers|Some;writers;hikers|Some;hikers;writers|No;writers;hikers|No;hikers;writers|Some not;writers;hikers|Some not;hikers;writers|NVC,NVC,syllogistic,single-choice,a
2H1WQX5,62,All;lawyers;athletes/No;athletes;hunters,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|NVC,No;lawyers;hunters,syllogistic,single-choice,a
2H1WQX5,63,Some not;lawyers;hunters/No;athletes;lawyers,All;hunters;athletes|All;athletes;hunters|Some;hunters;athletes|Some;athletes;hunters|No;hunters;athletes|No;athletes;hunters|Some not;hunters;athletes|Some not;athletes;hunters|NVC,NVC,syllogistic,single-choice,a
2n3iP70,0,All;doctors;tellers/All;tellers;climbers,All;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|No;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|NVC,All;doctors;climbers,syllogistic,single-choice,a
2n3iP70,1,All;cyclists;buyers/Some not;students;cyclists,All;buyers;students|All;students;buyers|Some;buyers;students|Some;students;buyers|No;buyers;students|No;students;buyers|Some not;buyers;students|Some not;students;buyers|NVC,Some not;students;buyers,syllogistic,single-choice,a
